"url","title","description","image"
"https://www.businessoffashion.com/articles/bof-exclusive/inside-farfetchs-store-of-the-future","Attention Required! | Cloudflare",,
"https://www.youtube.com/watch?v=IIW3l-ENHdA","2018 Super Bowl “Tide Ad” Commercial Compilation","Here are the links to the original videos by Tide I do not own any of these videos, they are all owned by tide https://www.youtube.com/watch?v=doP7xKdGOKs&t=...","https://i.ytimg.com/vi/IIW3l-ENHdA/maxresdefault.jpg"
"https://pay.google.com","Redirecting...",,
"https://www.amazon.com/Dash-Buttons/b?ie=UTF8&node=10667898011",,,
"https://www.standardcognition.com/app/","Standard Cognition - AI-powered checkout","Machine learning meets retail. Shop without waiting in line.","http://www.standard.ai/assets/standard-cognition.jpg"
"https://www.finery.com/","Finery","The world's first operating system for your wardrobe.","https://res.cloudinary.com/ffinery/image/upload/v1/Site%20Images/Asset_Updated.png"
"https://www.miele.co.uk/domestic/1563.htm?info=200107190-ZPV","WiFiConn@ct - Washing machines",,
"https://digit.co/","Digit","Save money and pay off debt, all without thinking about it. Try Digit free for 30 days.","https://micro-cdn.digit.co/images/fb-share.17031c5c.png"
"https://www.munchingmongoose.co.za/","The Munching Mongoose - Fresh organic and more | The Munching Mongoose","Helping families live healthy and happy lives. Spend more time with loved ones around the dinner table. Home delivery of fresh and organic produce","https://www.munchingmongoose.co.za/"
"https://www.thebodyshop.com/en-us/about-us/against-animal-testing","Forever Against Animal Testing | Cruelty Free | The Body Shop®","We at The Body Shop are forever against animal testing - help us to convince the government that product testing on animals should be banned in the USA.",
"https://www.thehersheycompany.com/en_us/whats-inside.html","What’s Inside | The Hershey Company",,"https://www.thehersheycompany.com/content/dam/grayscale/logos/logo/HERSHEYS_logo_primary-EBU_2014.jpg"
"https://www.whatsinmyfood.com/","Home",,
"https://www.food-interrupted.com/","Food Interrupted by Panera ","Food Interrupted, from Panera Bread, is a series about rethinking our food choices, and changing the industry from the inside out. ","https://static.wixstatic.com/media/164d1c_34da9fff090b4cb0b86ceaffd3006f1e%7Emv2.png/v1/fit/w_2500,h_1330,al_c/164d1c_34da9fff090b4cb0b86ceaffd3006f1e%7Emv2.png"
"https://www.newscientist.com/article/2190259-ai-created-images-of-food-just-by-reading-the-recipes/",,,
"https://www.youtube.com/channel/UCGYyLEdGEQjVVfwlzOB5Kng","Worten Wortubers"," ","https://yt3.ggpht.com/a-/AAuE7mBzLvB6Im_rSuK6yy2qbvTKqxRFuXhrUdIHrg=s900-mo-c-c0xffffffff-rj-k-no"
"https://lrmonline.com/news/keeping-up-with-animation-trends-through-pixar-university/","Keeping Up With Animation Trends Through Pixar University","  Have you ever wondered how Pixar animators are able to stay current on animation trends despite working on one project over a long period of time with incre","https://lrmonline.com/file/2018/06/b6b.jpg"
"https://www.thenational.ae/business/economy/carrefour-s-new-school-will-train-2-500-managers-for-the-digital-age-of-retail-1.821752","Carrefour's new school will train 2,500 managers for the digital age of retail","Retail Business School is designed to boost customer experiences and lower prices","https://www.thenational.ae/image/policy:1.821746:1549351030/image.jpg?f=16x9&q=0.6&w=1200&$p$f$q$w=70c86c9"
"http://www.carrefour.com/current-news/carrefour-drive-opens-a-first-pick-up-point-on-a-technology-campus-in-belgium","Carrefour Drive opens a first pick-up point on a technology campus in Belgium","Carrefour Drive opens a first pick-up point on a technology campus in Belgium","/sites/all/themes/carrefourcom/images/Carrefour_logo_158x197.jpg"
"http://www.gifts-today.co.uk/news/carrefour_launches_afterwork_pickup_point_for_belgian_office_workers.aspx","Carrefour launches after-work pick-up point for Belgian office workers | Gifts Today","Lema Publishing",
"https://www.roam.co/business","Our Business Offerings | Roam Coliving","Available in San Francisco, Tokyo, Bali, Miami and many more soon.","https://www.roam.co/images-og/home.jpg"
"https://www.theassemblage.com/","Collaboration for the future of humanity - The Assemblage","The Assemblage provides coworking, coliving, social spaces and natural habitats to those exploring the evolution of humanity through positive impact. Welcome to the age of assembly.","https://www.theassemblage.com/wp-content/uploads/2018/07/ta-share-img.jpg"
"http://www.geltor.com/n-collage/","403 Forbidden",,
"https://www.poulehouse.fr/","Home","Concept novateur et respectueux de toute forme de vie, Poulehouse propose le premier oeuf qui ne tue pas la poule avec un mode de production sans abattage.",
"https://www.undercurrentnews.com/2017/07/28/tesco-collaborates-with-turkish-bass-bream-farmers-uk-processors-on-new-humane-slaughtering-method/","Tesco collaborates with Turkish bass, bream farmers, UK processors on new ‘humane’ slaughtering method","Turkey’s largest bass and bream farmer Kilic is currently testing the new slaughtering system developed by Tesco and will kick it off soon for 1,000t of production
","https://js.undercurrentnews.com/wp-content/uploads/2013/12/TESCO-300x204.jpg"
"https://www.thequint.com/lifestyle/life/ariels-share-the-load-campaign-gender-disparity-video","This Ariel Video Shows You How Change Begins at Home","Are we teaching our sons what we have been teaching our daughters?","https://images.assettype.com/thequint/2019-01/1f07facb-6e75-481c-915b-c12c6a7eac4c/ariel.JPG"
"https://www.youtube.com/watch?v=26qmJzTCRG4","NOTHING BEATS A LONDONER - NIKE AD (TONE P & MARK RONSON FEAT. PROD)","Check out this Nike Ad as our record with Giggs prod. by Tone P & Mark Ronson is featured in this new Nike Campaign for London Athletes & Entertainers. @offi...","https://i.ytimg.com/vi/26qmJzTCRG4/maxresdefault.jpg"
"https://edition.cnn.com/travel/article/aeromexico-dna-discount-travel-ad-video/index.html","AeroMexico's new 'DNA Discount' ad goes viral","AeroMexico, the country's national carrier, unveils a program called ""DNA Discounts,"" which offers airfare cuts on flights to Americans who can prove they have Mexican DNA.","https://dynaimage.cdn.cnn.com/cnn/w_1200/http%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F190117170259-01-aeromexico-dna-ad-super-tease.jpg"
"https://www.uber.com/en-CA/blog/biggame/","Uber BlogUberLanguage Chooser IconLocation iconSearch IconSearch iconSearch IconDrive with Uber IconRide with Uber IconUberLocale Selector IconLanguage Chooser Icon",,
"https://www.youtube.com/playlist?list=PLtF-ZfyeXJcew2fYXmaLEdggPdKdjn7kL","MAKE IT WITH IDRIS ELBA - YouTube","Whatever you dream of, make it a reality with Squarespace.","https://i.ytimg.com/vi/gD-yffxKvMM/hqdefault.jpg?sqp=-oaymwEWCKgBEF5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLAnjXIbiiUiIT8LmEGoTLpOcs__3g"
"https://www.adweek.com/brand-marketing/story-behind-one-most-beautiful-real-moments-advertising-158478/","Sucuri WebSite Firewall - Access Denied",,
"https://www.functionofbeauty.com/about/","FAQ's | Function of Beauty","Frequently Asked Questions | Function of Beauty",
"https://prose.com/","Fresh & Personalized Hair care - Prose",,
"https://www.skillshare.com/","Online Classes by Skillshare | Start for Free Today","Skillshare is a learning platform with online classes taught by the world's best practitioners. Personalized, on-demand learning in design, photography, and more.","https://static.skillshare.com/assets/images/logo-1200-630.jpg"
"https://www.udemy.com","Access to this page has been denied.",,
"https://www.bizjournals.com/bizwomen/news/latest-news/2018/06/craft-retailer-joann-tests-new-store-concept.html",,,
"https://www.hyundai.news/eu/technology/hyundai-motor-group-ventures-further-into-new-robotics-industry/","Hyundai Motor Group ventures further into new robotics industry","Hyundai Motor Group has ventured further into the high-value robotics industry of the future by commencing development of Hyundai Vest Exoskeleton (H-VEX) wearable industrial robots.","https://www.hyundai.news/fileadmin/eu/technology/20181022_hyundai_motor_group_ventures_further_into_new_robotics_industry_of_the_future/hyundai-new-robotics-industry-oct2018-01-1610.jpg"
"http://www.lowesinnovationlabs.com/exosuits/","400 Bad Request",,
"https://news.samsung.com/global/video-meet-the-samsung-bots-your-companions-of-the-future","Access Denied",,
"https://www.marksandspencer.com/c/food-to-order/adventures-in-food/plant-kitchen","Plant Kitchen | M&S","Shop the latest trends in Plant Kitchen at M&S.  Order online for home delivery or free collection from your nearest store.",
"http://crussh.com/powered-by-plants","Powered by plants! - Crussh","Health, Fitness, Fit Food, Raw Juice, Juice, Delivery, Protein, Vegan, Food, London, Cafe, Health Food, Healthy","http://crussh.com/wp-content/uploads/2019/01/Powered-by-plants.jpg"
"https://www.tesco.com/groceries/en-GB/zone/wicked-kitchen/","Wicked Kitchen","Wicked Kitchen is a new, bold and innovative way for you to experience the power of mighty plant flavours unleashed. Wicked Kitchen is a radical new concept developed by pioneering chef Derek Sarno, in collaboration with Tesco. It's about putting plant-based food front and centre in a creative and amazing way.",
"https://www.nutrinohealth.com/","Nutrino",,
"https://www.startup.si/en-us/startup/151/vinegar-and-ketchup-as-innovative-functional-foods","Vinegar and ketchup as innovative functional foods","By adding antioxidants, co-enzymes Q10 and natural sweetener stevia, the company Apis-Vita transforms products such as vinegar and ketchup into innovative functional foods.","http://www.startup.si/img/Izdelki/Opis-produkta_foto-kolaz.jpg"
"https://www.bloomberg.com/news/articles/2018-11-05/senior-citizens-are-replacing-teenagers-at-fast-food-joints?srnd=premium","Bloomberg - Are you a robot?",,
"https://www.apyball.com/","apyball® Bio Energy Balls","A apyball é uma linha jovem e moderna de snacks saudáveis simples, autênticos e conscientes.  Feitas a partir de ingredientes crus, naturais e biológicos, isentos de glúten, sem açúcar refinado e sem lactose. Pertencemos a uma nova geração que luta por um futuro sustentável, saudável e ecológico. ",
"https://www.warbyparker.com","Glasses & Prescription Eyeglasses | Warby Parker","Prescription eyeglasses starting at $95. Find a new pair today with our free Home Try-On program. Fast, free shipping both ways. For every pair sold, a pair is distributed to someone in need.","https://i.warbycdn.com/v/c/assets/social/image/fbopengraph/0/1517ab2f62/1200x627/0ca6.jpg"
"https://techcrunch.com/2019/01/29/facebook-project-atlas/","Facebook pays teens to install VPN that spies on them","Desperate for data on its competitors, Facebook has been secretly paying people to install a “Facebook Research” VPN that lets the company suck in all of a user’s phone and web activity, similar to Facebook’s Onavo Protect app that Apple banned in June and that was removed i…","https://techcrunch.com/wp-content/uploads/2019/01/facebook-research-vpn-project-atlas.jpg?w=711"
"https://brandless.com/","Better Stuff. Fewer Dollars. It's That Simple.","Brandless creates high-quality stuff at an incredible value. Get everything you need for the whole family and give back at the same time. Shop & save today.","https://brandless-marketing.imgix.net/social-sharing-shelf.jpg"
"https://atap.google.com/jacquard/","Home – Jacquard by Google","Simple, seamless connectivity woven into your everyday essentials.","https://lh3.googleusercontent.com/AGvz02WyfWeBkTNdxFHOcvqSjatETqXcP1NLp61jyMAaDSSdv8SYgWyPvrOVZn5caY9aQ8WFDQs8oJCkycOs=w1200"
"https://driving.ca/bmw/7-series/auto-news/news/how-it-works-bmw-gesture-control","How It Works: BMW’s Gesture Control","Hand gestures join steering wheel buttons, dials and touchscreens as yet another form of control","https://postmediadriving.files.wordpress.com/2016/08/bmw_gesture2-02.png?w=600&h=315&crop=1"
"http://digitaldetoxholidays.com/","Digital Detox Holidays and Hotels","Since you became increasingly addicted to your devices, we have been selecting hotels that are offering detox holidays to help you de-stress.",
"https://www.adweek.com/agencies/hulu-reveals-the-strategy-behind-its-partnership-with-instagrams-viral-world-record-egg/","Sucuri WebSite Firewall - Access Denied",,
"https://allbulkfoods.com","Allbulkfoods.com -","Here at AllBulkFoods.com our business is providing you with excellent food, service and prices. If you buy one case or one pallet of bulk foods, we are here to help!",
"https://thesourcebulkfoods.com.au","The Source Bulk Foods - Zero Waste Shopping Revolution","The Source Bulk Foods has over 40 zero waste bulk food stores around Australia. Buy your wholefoods, health foods and superfoods in bulk!","https://thesourcebulkfoods.com.au/wp-content/uploads/2019/03/tsbf-hero.jpg"
"http://www.jackdanielscoffee.com/","400 Bad Request",,
"https://www.cloudflare.com/learning/dns/what-is-1.1.1.1/","What is 1.1.1.1? | Cloudflare ","1.1.1.1 is a public DNS resolver that provides a fast and private way to browse the Internet.","https://www.cloudflare.com/img/learning/og-images/security-pattern.png"
"https://www.kelloggs.com/en_US/brands/happy-inside.html#num=12","Happy Inside™","Give your insides what they need with this new, delicious cereal brought to you by the W.K. Kellogg Institute.","http://images.kglobalservices.com/www.kelloggs.com/en_us/brand/consumerbrand-6808333/270975T04_cw_HiHappyLogo_Black.jpg"
"https://www.realfoodrealstories.org/","400 Bad Request",,
"https://www.inc.com/bill-murphy-jr/amazon-is-recruiting-entrepreneurs-to-local-start-delivery-companies-heres-why-i-think-some-people-could-get-rich.html","Amazon Is Recruiting Entrepreneurs to Start Local Delivery Companies. Here's Why I Think Some People Could Get Rich","There's risk in any business. But if you asked me to invest in a business with these built-in advantages, I'd certainly listen.","https://www.incimages.com/uploaded_files/image/970x450/getty_507315991_361781.jpg"
"https://www.justbeedrinks.co.uk/","403 Forbidden",,
"https://www.bulknationusa.com/","Bulk Nation USA | Premium Bulk Nuts, Candy, And So Much More","Bulk Nation is a specialty bulk food retailer dedicated to providing customers with an extensive selection of quality bulk food products.","https://www.bulknationusa.com/wp-content/uploads/2019/03/bulk-nation.jpg"
"https://sweatco.in/","Sweatcoin | It pays to walk","We convert your steps into sweatcoins, to spend on products and services. Walk, earn, spend, repeat. You’ll see, it pays to walk","https://sweatco.in/assets/sharing.d7b4cb6572.jpg"
"https://news.sap.com/2015/03/young-old-powerful-combination/","Young and Old: A Powerful Combination | SAP News Center","The SAP initiative ""mature talents"" wants to support cooperation across generations and help managers understand the needs of different age groups.","https://news.sap.com/wp-content/blogs.dir/1/files/shutterstock_92090723FEATURE-950x320.jpg"
"http://www.eyalter.com/en/tunnel-decision/","Experience | EY ALTER","EY ALTER - #eyalter - Du kannst dich mal kennenlernen. Die Mitmachausstellung im Gasometer auf dem EUREF-Campus Berlin Schöneberg. Eine Idee von Mercedes-Benz.","http://www.eyalter.com/wp-content/uploads/Ey-Alter00_04-2_3-1.jpg"
"https://www.forbes.com/sites/walterloeb/2016/08/08/best-buy-focuses-on-shop-in-shop-sales-and-is-making-changes-for-growth/#66875e575bca","Best Buy Focuses On Shop-In-Shop Sales And Makes Changes For Growth","The electronics retailer's strategy of emphasizing stores within stores run by suppliers such as Samsung, Sony, Microsoft, AT&T and LG has resulted in better service -- at the suppliers' expense -- and given Best Buy a leg up in its fight against Amazon and other online competitors.","https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F39051435%2F960x0.jpg%3Ffit%3Dscale"
"https://shop.nordstrom.com/content/nordstrom-local","Nordstrom Local | Nordstrom","Free shipping and returns on Nordstrom Local at Nordstrom.com. Top brands. New trends.",
"https://dreamerybycasper.com/","400 Bad Request",,
"https://econsultancy.com/11-examples-of-marketing-campaigns-starring-youtubers/","11 examples of marketing campaigns starring YouTubers – Econsultancy","To people of my age, the idea of someone being famous for having a YouTube channel is faintly ridiculous.
And the fact that some of them have gained millions of fans and earned millions of dollars just by posting videos of themselves playing computer games... well, it makes me very sad.",
"https://www.mcdonalds.pt/ementa/produtos/mcveggie/","McDonald's Institucional.","Site oficial da McDonald's Portugal. Encontre as novidades e a nossa ementa, ofertas de emprego e toda a informação sobre a qualidade, a nutrição e a Fundação Infantil Ronald McDonald.","https://www.mcdonalds.pt/media/53722/logo_300x300.jpg"
"https://www.thefomofactory.com/","400 Bad Request",,
"https://www.seafoodsource.com/news/environment-sustainability/blockchain-trialed-for-sea-cucumber-traceability-in-japan","Blockchain trialed for sea cucumber traceability in Japan","Blockchain technology – is being picked up in Japan to verify the traceability of high-end sea cucumber.",
"https://blog.ambrosus.com/in-depth-the-madagascar-bourbon-vanilla-supply-chain-on-amb-net-7f42ab0f5c9e","In-Depth: the Madagascar Bourbon Vanilla Supply Chain on AMB-NET","To complement Ambrosus’ most recent publicly announced partnership with Premium Goods and use-case surrounding the traceability of…","https://cdn-images-1.medium.com/max/1200/1*glGEogfjW2kZrQ60aJ6wRg.jpeg"
"https://www.monsterinsights.com/","MonsterInsights - The Best Google Analytics Plugin for WordPress","MonsterInsights is the best Google Analytics plugin for WordPress. Setup Google Analytics for WordPress with just a few clicks. Over 12 million downloads.","https://www.monsterinsights.com/wp-content/uploads/2017/06/fb-og-image.png"
"https://youtu.be/NBYsK571vF0","L.L.Bean: Be an Outsider at Work #BeanOutsider","Ready to #BeanOutsider at work this summer? L.L.Bean has teamed up with Industrious and started a movement to get outside at work. Now we’re kicking things o...","https://i.ytimg.com/vi/NBYsK571vF0/maxresdefault.jpg"
"https://www.beachub.com/work","WORK | THAILAND | BEACHUB","THE WORLD'S FIRST BEACHFRONT COWORKING/COLIVING VILLAGE ON THE BEAUTIFUL ISLAND OF KOH PHANGAN, THAILAND. OUR COWORKING AREA HAS PRIVATE A/C ROOMS, AND 100 DESK",
"https://www.lemonade.com/","Lemonade Renters & Home Insurance | Protect The Stuff You Love","Lemonade offers renters and home insurance powered by tech and driven by social good. ? We promise zero paperwork and instant everything by replacing brokers and bureaucracy with bots and machine learning. Get a Lemonade insurance policy in 90 seconds, starting at $5/month.","http://www.lemonade.com/assets/lemonade-share-image-ad9d7846f31685bfb4af89f018e4dd5d460f4e73768a8fd500bfc1f069ff853a.png"
"https://www.30secondstofly.com/","Main - 30SecondsToFly Inc.","The A.I. call center revolution has started. Be part of it. Omni-channel and A.I. driven agent augmentation for travel management companies The new mobile booking experience is chat-based, personalised and lightening fast Mobile booking happens in chat Increase mobile adoption by being where your customers are: On Skype, Facebook, SMS and more. Plus, easily add …",
"https://www.mobilemarketer.com/news/marriott-makes-more-room-for-chatbots-to-enhance-guest-experiences/510117/"," Marriott makes more room for chatbots to enhance guest experiences","The world's largest hotel chain was an early user of Facebook Messenger and Slack. Now it's adding Google Assistant, WeChat, AI capabilities and more.
","https://www.mobilemarketer.com/user_media/cache/f2/67/f267ee63abb39826c75f23c8d487558d.jpg"
"https://www.macrumors.com/2019/02/13/kroger-launches-kroger-pay-service/","Apple Pay Holdout Kroger Launches New 'Kroger Pay' Service","Popular grocery store chain Kroger has launched a new mobile payments service called Kroger Pay, which it will be using in lieu of Apple Pay.
 

...","https://cdn.macrumors.com/article-new/2019/02/krogerpay.jpg?retina"
"https://www.weswap.com/en/","Travel Money | Best Currency Exchange Rates | WeSwap","British Bank Award Winner - Best Travel Money Provider 2018. Get the best rates on your foreign currency with our travel card and app. WeSwap is up to 10 times cheaper than banks and bureaus. Fast, secure and backed by MasterCard. Sign up for free today!",
"https://www.eurowag.com/pt-pt/reembolsos-de-impostos/","403 Forbidden",,
"https://which-50.com/alipay-and-tourism-australia-trial-sydney-city-card-for-chinese-tourists/","Alipay and Tourism Australia trial Sydney City Card for Chinese Tourists - Which-50","Chinese mobile payments company Alipay and Tourism Australia will pilot a new city service in Sydney to promote leading tourist and retail destinations to","https://which-50.com/wp-content/uploads/2018/01/P1020504.jpg"
"https://www.goodnes.com/alexa-skill","Alexa Page | Goodnes",,
"https://www.theverge.com/2017/4/12/15259400/burger-king-google-home-ad-wikipedia","Burger King’s new ad forces Google Home to advertise the Whopper","Burger King is unveiling a horrible, genius, infuriating, hilarious, and maybe very poorly thought-out ad today that’s designed to intentionally set off Google Homes and Android phones.
The...","https://cdn.vox-cdn.com/thumbor/vWkGqlhwiRqIbNU1CKTt8SReaLU=/1x0:2054x1155/1600x900/cdn.vox-cdn.com/uploads/chorus_image/image/54213457/bk.0.png"
"https://www.slu.edu/news/2018/august/slu-alexa-project.php","SLU Alexa Project","Leading-edge technology will better connect students with campus life at SLU","https://www.slu.edu/img/social/slu-social.png"
"https://www.publico.pt/2019/01/11/p3/noticia/spray-portugues-quer-subsituir-o-plastico-na-conservacao-de-alimentos-1857507#gs.yzRGWbEh","“Spray” português quer substituir o plástico na conservação de alimentos","Desenvolvido por um grupo de investigação do Instituto Politécnico de Bragança, o SafeSpray quer substituir o plástico na conservação de alimentos. De origem natural e comestível, o produto foi premiado e já chamou a atenção de empresas.","https://imagens.publicocdn.com/imagens.aspx/1320823?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_P3.png"
"https://www.naturalproductsglobal.com/europe/unilver-adds-vegetarian-butcher-to-growing-plant-based-portfolio/","Unilver adds Vegetarian Butcher to growing plant-based portfolio - Natural Products Global","Food and personal care multinational Unilever is acquiring Netherlands-based The Vegetarian Butcher.","https://www.naturalproductsglobal.com/wp-content/uploads/2018/12/Jaap_Slagersmes.jpg"
"https://www.marketwatch.com/story/kroger-rolls-out-driverless-cars-to-deliver-groceries-2018-12-18?fbclid=IwAR3_YflqEDM1O38t98aCk6ro1OT_KJ_kbVVGwPw-BXHV8iTlfbMssDSZ09A","Kroger rolls out driverless cars to deliver groceries","The nation’s largest grocery chain stepped into the driverless delivery market Tuesday, bringing milk, eggs and other items to a customer’s home in a vehicle...","http://s.marketwatch.com/public/resources/MWimages/MW-HA605_driver_ZG_20181218221453.jpg"
"https://www.ibm.com/blockchain/solutions/food-trust","IBM Food Trust","IBM Food Trust uses blockchain technology to improve transparency, standardization and efficiency throughout the food supply chain. Collaborate and connect with other network participants to share data through a holistic food supply chain solution.","https://1.cms.s81c.com/sites/default/files/2019-01-07/Leadspace%20final2.jpg"
"https://swipii.com/","Collect loyalty points and unlock free rewards at your favourite businesses","Turn everyday purchases into rewards you'll love. With Swipii just pay with your everyday payment card to collect points that unlock free rewards at thousands of locations across the UK.","https://swipii.com/wp-content/uploads/2019/03/Screenshot-2019-03-18-at-14.14.28-1024x640.png"
"http://magiccandyfactory.com/events/","Magical Events","Magic Candy Factory 
The Katjes Magic Candy Factory is a completely unique form of event entertainment, fusing innovative technology and candy to produce a fun interactive experience that provides the ultimate WOW factor!","http://magiccandyfactory.com/wp-content/uploads/2019/01/Magic-candy-factory-logo-s.png"
"https://www.beeswrap.com/","Forbidden",,
"https://tipa-corp.com/","Compostable Packaging - T I P A",,
"https://www.packtin.com/en/","Home - Packtin",,
"http://www.qopius.ai/","qopius.ai",,
"https://www.wiseshelf.com/","WiseShelf | Retail IoT smart shelf solution","WiseShelf transforms retail shelf to an IoT smart shelf. WiseShelf optimizes the store operation by minimizing shelf Out of Stock incidents.",
"https://www.displaydata.com/#Keyfacts-section","Electronic Shelf Edge Labels & Digital Labels | Displaydata","Displaydata&#39;s Electronic Shelf Labels (ESLs) bring the shelf-edge into the Internet of Things era, helping to create shopping experiences that are more engaging, rewarding and personalised. We help retailers optimise sales and margin at the shelf-edge, where 90% of purchases are still made.",
"https://www.tronitag.com/us/","Home - Tronitag",,
"http://en.hanshow.com/#smart","Hanshow | Smart Electronic Shelf Labels","Smart Your Business With Our Electronic Shelf Label. The electronic shelf labels (ESL) synchronize the prices and information update in stores.",
"https://www.pricer.com/","Homepage - Pricer",,"https://www.pricer.com/wp-content/uploads/2018/09/product-image-0.png"
"http://www.ontimesmart.com/","ONTIME","???   ONTIME   EAS",
"https://shelfierobot.com/","Retail Shelf Analytics Platform | Shelf Intelligence Suite - Shelfie Robot","Shelfie is an image analytics platform designed to provide insights into the physical shelves of a retail environment. System is made up of an analytics platform, image capturing devices and reporting dashboard.","https://shelfierobot.com/wp-content/uploads/2018/10/shelfie.Artboard.png"
"https://bizcargo.com/#/about","BIZCARGO.com","BIZCARGO.com é um portal online para procurar soluções de transporte e logística multimodais porta-a-porta. Os utilizadores podem pedir cotações, gerir os seus bookings e acompanhar a execução do transporte.",
"http://www.selitera.com/","Selitera - Selitera",,
"https://www.sensei.tech/","Sensei",,
"https://www.advancingretail.org/solutions/caper","Caper","AI Powered Retail -Checkout made easy. Just toss it in, and leave.

With our next generation smart self-checkout cart, powered by deep learning &amp; computer vision, items are instantly detected as","https://www.advancingretail.org/sites/default/files/styles/thumbnail/public/logos/0_16.png?itok=Czf5aYah"
"http://www.livello.com","Livello - Fresh Good Food",,
"https://www.aipoly.com/","V7 Aipoly","Artificial Intelligence for the Blind and Visually Impaired. Aipoly is an app that uses Vision AI to recognize objects in real-time. Works in 26 languages and identifies over 5,000 objects.",
"https://itab.com/en/our-offer/checkout-arena/","ITAB | Fast","As Europe's leading supplier, ITAB has the experience and expertise to help retail chains choose the right equipment for the checkout aisle based on the shop's size, flow of goods and number of visitors.

As an alternative to manned checkouts, ITAB has developed efficient self checkout solutions which mean that consumers can quickly, conveniently and reliably check and scan their items themselves at the checkout. We also have a new solution for the ""just walkout technology"", AirFLOW. ",
"https://ekiosk.com/en/","eKiosk | Purchase or rent complete digital signage solutions","Manufacturer of digital kiosk systems ? kiosk solutions ? kiosk terminals ? digital signage hard- and software solutions ? Learn about eKiosk now! ",
"https://www.getmucho.com/","Mucho",,
"https://shelf.ai/","shelf.ai | AI powered e-commerce.","We bring artificial intelligence to e-commerce, empowering grocery retailers to engage directly with customers, in truly personalised shopping experiences.",
"https://spoonshot.com/","Spoonshot - Taste Prediction","Spoonshot's technology leverages food science and artificial intelligence to predict consumer tastes and food trends. We've built our several solutions from this core technology to solve some of the food & beverage industry's key challenges.",
"https://vue.ai/ai-stylist/","AI Stylist for Fashion Retail Ecommerce Outfitting","VueStyle is an AI Stylist for Fashion Retailers | Styling and Outfitting Solution for Fashion Ecommerce Websites | Online Personal Stylist",
