highlight_uid,highlight_name,highlight_type,highlight_author,app_name,APPL #1,APPL #2,APPL #3,APPL #4,app_code_list,manual_highlight_description,highlight_description,manual_image_url,image_url,video_url,main_link,article_links,tech_previous_work_description,tech_previous_work_url,tech_recommendation,tech_impact,notes,related_highlights,tech_external_url,partner_suricata_link,related_highlights,related_highlights,new image,Please write your initials on column F before starting to fill out new entries
IMP111,Kroger Pay,implementation,jgp,Virtual Card Acceptance,VIRTCARD,,,,VIRTCARD,"Popular grocery store chain Kroger has launched a new mobile payments service called Kroger Pay, which it will be using in lieu of Apple Pay.","Popular grocery store chain Kroger has launched a new mobile payments service called Kroger Pay, which it will be using in lieu of Apple Pay.",https://cdn.macrumors.com/article-new/2019/02/krogerpay.jpg?retina,https://cdn.macrumors.com/article-new/2019/02/krogerpay.jpg?retina,,https://www.macrumors.com/2019/02/13/kroger-launches-kroger-pay-service/,,,,,,,,,,,,,https://cdn.macrumors.com/article-new/2019/02/krogerpay.jpg?retina
TECH29:1,Amblyz electronic glasses,implementation,tpc,Health Support Range,HEALSUPP,,,,HEALSUPP,"Researchers have developed electronic glasses that can be programmed to automatically build the brain's reliance on the weaker eye, with the initial trials suggesting they might be as effective as traditional methods of treatment for amblyopia in children.","Researchers have developed electronic glasses that can be programmed to automatically build the brain's reliance on the weaker eye, with the initial trials suggesting they might be as effective as traditional methods of treatment for amblyopia in children.",https://www.aao.org/Images/UI/FacebookDefault.png,https://www.aao.org/Images/UI/FacebookDefault.png,,http://www.aao.org/newsroom/news-releases/detail/programmable-electronic-glasses-provide-children-e,,,,,,,,,,TECH29,TECH29,,https://www.aao.org/Images/UI/FacebookDefault.png
TECH70:2,ShopView,implementation,tpc,"As cheap as the cheapest
Automate repetitive tasks",CHEACHEA,AUTOTASK,,,"CHEACHEA,AUTOTASK",ShopView is SONAE's automized store's planogram verification system that uses artificial vision and image processing to validate products placement according to the planogram.,ShopView is SONAE's automized store's planogram verification system that uses artificial vision and image processing to validate products placement according to the planogram.,https://www.pcguia.pt/wp-content/uploads/2017/04/Sonae-MC-ShopView2Marke.jpg,https://www.pcguia.pt/wp-content/uploads/2017/04/Sonae-MC-ShopView2Marke.jpg,,https://www.sonae.pt/pt/inovacao/projetos/shopview/,,,,,,,,,,"TECH70:3,TECH70:4,TECH70:1,TECH70:5,TECH70","TECH70,TECH70:1,TECH70:3,TECH70:4,TECH70:5",,https://www.pcguia.pt/wp-content/uploads/2017/04/Sonae-MC-ShopView2Marke.jpg
IMP014,Google Pay,implementation,jgp,"As convenient as the most convenient
Virtual Card Acceptance",CONVCONV,VIRTCARD,,,"CONVCONV,VIRTCARD","So long, swipe. When you pay in stores, Google Pay doesn't share your actual card number, so your information stays secure. Plus, you can check out faster with the device that’s already in your hand – no need to dig for your wallet.","So long, swipe. When you pay in stores, Google Pay doesn't share your actual card number, so your information stays secure. Plus, you can check out faster with the device that’s already in your hand – no need to dig for your wallet.",https://www.timeoutdubai.com/sites/default/files/tod/styles/full_img/public/images/2018/11/19/Google-Pay.jpg?itok=GHFjDvC5,https://www.timeoutdubai.com/sites/default/files/tod/styles/full_img/public/images/2018/11/19/Google-Pay.jpg?itok=GHFjDvC5,,https://pay.google.com,,,,,,,,,,,,,https://www.timeoutdubai.com/sites/default/files/tod/styles/full_img/public/images/2018/11/19/Google-Pay.jpg?itok=GHFjDvC5
IMP170,Pickers' training by CCG,implementation,tpc,Continuous Employee Training,CONTTRAI,,,,CONTTRAI,"Sonae is testing, in collaboration with CCG, the use of mixed reality in training new workers for their warehouses.","Sonae is testing, in collaboration with CCG, the use of mixed reality in training new workers for their warehouses.",http://www.ccg.pt/wp-content/uploads/2018/04/realidade-aumentada-e-mista-CCG-1-900x400_c.jpg,http://www.ccg.pt/wp-content/uploads/2018/04/realidade-aumentada-e-mista-CCG-1-900x400_c.jpg,,http://www.ccg.pt/,,,,,,,,,,,,,http://www.ccg.pt/wp-content/uploads/2018/04/realidade-aumentada-e-mista-CCG-1-900x400_c.jpg
IMP082,Just bee antioxidant water,implementation,tpc,Range of Functional Food,FUNCFOOD,,,,FUNCFOOD,"Supernatural hydration with Just Bee water. Spring water enriched with a single drop of honey, instead of adding refined sugar or artificial sweeteners, making it full of antioxidants.","Supernatural hydration with Just Bee water. Spring water enriched with a single drop of honey, instead of adding refined sugar or artificial sweeteners, making it full of antioxidants.",/main/img/oldtechimg/Justbee.jpg,/main/img/oldtechimg/Justbee.jpg,,https://www.justbeedrinks.co.uk/,,,,,,,,,,,,,/oldtechimg//main/img/oldtechimg/Justbee.jpg.jpg
IMP127,Lidl's Margot,implementation,jgp,"Virtual Assistants
As convenient as the most convenient
Silver Surfers
Automatic Styling or Curatorship",VIRTASSI,CONVCONV,SILVSURF,AUTOSTYL,"VIRTASSI,CONVCONV,SILVSURF,AUTOSTYL","The artificially intelligent chatbot – named Margot – can converse with customers who want to ""make more confident wine choices and have some fun along the way"", Lidl says.","The artificially intelligent chatbot – named Margot – can converse with customers who want to ""make more confident wine choices and have some fun along the way"", Lidl says.",https://www.lidl.co.uk/statics/lidl-offering-uk/ds_img/assets_1760_x/Margot_Wine_Desktop_1760x600-02_rdax_880x300.jpg,https://www.lidl.co.uk/statics/lidl-offering-uk/ds_img/assets_1760_x/Margot_Wine_Desktop_1760x600-02_rdax_880x300.jpg,,https://www.telegraph.co.uk/business/2018/01/31/lidl-launches-online-chatbot-recommends-wine-based-budget-food/,,,,,,,,,,,,,https://www.lidl.co.uk/statics/lidl-offering-uk/ds_img/assets_1760_x/Margot_Wine_Desktop_1760x600-02_rdax_880x300.jpg
IMP083,Reusable Container Program,implementation,tpc,Refill Packages/Reusable Packages,REFIPACK,,,,REFIPACK,The Bulk Nation USA launched a program to encourage customers to bring their own containers to be filled with the products being sold in bulk at their stores. Hygiene and food safety concerns are covered in the program as well as the process to tare the containers before filling.,The Bulk Nation USA launched a program to encourage customers to bring their own containers to be filled with the products being sold in bulk at their stores. Hygiene and food safety concerns are covered in the program as well as the process to tare the containers before filling.,https://www.bulknationusa.com/wp-content/uploads/2019/03/bulk-nation.jpg,https://www.bulknationusa.com/wp-content/uploads/2019/03/bulk-nation.jpg,,https://www.bulknationusa.com/,,,,,,,,,,,,,https://www.bulknationusa.com/wp-content/uploads/2019/03/bulk-nation.jpg
TECH30:1,Vital Connect VitalPatch,implementation,tpc,Health Support Range,HEALSUPP,,,,HEALSUPP,"The Vital Patch is a health monitoring device in the growing field of TeleHealth. Never before has such a small, elegant device provided so much valuable information for physicians and nurses.","The Vital Patch is a health monitoring device in the growing field of TeleHealth. Never before has such a small, elegant device provided so much valuable information for physicians and nurses.",https://cms.qz.com/wp-content/uploads/2016/04/vc_angle-1_white2-e1461615650603.png?w=1600&h=932&strip=all&quality=75,https://cms.qz.com/wp-content/uploads/2016/04/vc_angle-1_white2-e1461615650603.png?w=1600&h=932&strip=all&quality=75,,https://vitalconnect.com/solutions/vitalpatch/,,,,,,,,,,"TECH30:3,TECH30,TECH30:2","TECH30,TECH30:2,TECH30:3",,https://cms.qz.com/wp-content/uploads/2016/04/vc_angle-1_white2-e1461615650603.png?w=1600&h=932&strip=all&quality=75
TECH59:2,XPrize,implementation,tpc,Auto-sustainable stores & companies,AUTOSUST,,,,AUTOSUST,"The Water Abundance XPRIZE is a competition, challenging teams to create energy-efficient technologies that harvest fresh water from thin air. Teams will revolutionize access to fresh water by creating a device that extracts a minimum of 2,000 liters of water per day from the atmosphere using renewable energy, at a cost of no more than 2 cents per liter.","The Water Abundance XPRIZE is a competition, challenging teams to create energy-efficient technologies that harvest fresh water from thin air. Teams will revolutionize access to fresh water by creating a device that extracts a minimum of 2,000 liters of water per day from the atmosphere using renewable energy, at a cost of no more than 2 cents per liter.",https://assets-us-01.kc-usercontent.com:443/5cb25086-82d2-4c89-94f0-8450813a0fd3/4ab8a89e-ce98-41ae-a7a0-c393be7ec5d5/waxp_logo2.png,https://assets-us-01.kc-usercontent.com:443/5cb25086-82d2-4c89-94f0-8450813a0fd3/4ab8a89e-ce98-41ae-a7a0-c393be7ec5d5/waxp_logo2.png,,https://water.xprize.org/,,,,,,,,,,"TECH59:1,TECH59:3,TECH59","TECH59,TECH59:1,TECH59:3",,https://assets-us-01.kc-usercontent.com:443/5cb25086-82d2-4c89-94f0-8450813a0fd3/4ab8a89e-ce98-41ae-a7a0-c393be7ec5d5/waxp_logo2.png
IMP104,"MonsterInsight's ""Who's buying what?""",implementation,jgp,Tribalize eCommerce,TRIBECOM,,,,TRIBECOM,"These days, it’s not unusual to see live information on sales when you visit a website, as in this example from MonsterInsights. This shows the first name and location of a recent purchaser, so it’s clear it’s a real person. If visitors to your site know other people are buying, then they’ll want to buy, too.","These days, it’s not unusual to see live information on sales when you visit a website, as in this example from MonsterInsights. This shows the first name and location of a recent purchaser, so it’s clear it’s a real person. If visitors to your site know other people are buying, then they’ll want to buy, too.",https://www.monsterinsights.com/wp-content/uploads/2017/06/fb-og-image.png,https://www.monsterinsights.com/wp-content/uploads/2017/06/fb-og-image.png,,https://www.monsterinsights.com/,,,,,,,,,,,,,https://www.monsterinsights.com/wp-content/uploads/2017/06/fb-og-image.png
TECH13:3,Made by Cow,implementation,tpc,"Optimize Product Life Cycle
Clean Label
Ethical and Sustainable Information",OPTICYCL,CLEALABE,ETHIINFO,,"OPTICYCL,CLEALABE,ETHIINFO","This higher quality milk is bottled straight from the cows within hours and then put under intense isostatic cold water pressure, compressing both the bottle and the milk inside for several minutes. This pressure eliminates any harmful bacteria, whilst being gentler on milk’s natural nutrients. ","This higher quality milk is bottled straight from the cows within hours and then put under intense isostatic cold water pressure, compressing both the bottle and the milk inside for several minutes. This pressure eliminates any harmful bacteria, whilst being gentler on milk’s natural nutrients. ",/main/img/oldtechimg/Madebycow.jpg,/main/img/oldtechimg/Madebycow.jpg,,http://www.madebycow.com.au/#worlds-first,,,,,,,,,,"TECH13:1,TECH13:5,TECH13:4,TECH13:2,TECH13","TECH13,TECH13:1,TECH13:2,TECH13:4,TECH13:5",,/oldtechimg//main/img/oldtechimg/Madebycow.jpg.jpg
IMP008,Tetra Rex Bio-based,implementation,tpc,Alternative materials to plastic,ALTEPLAS,,,,ALTEPLAS,"This package is manufactured from plastics and paperboard derived from plants, for exemple, sugarcane. Being bio-based it can biodegrade.","This package is manufactured from plastics and paperboard derived from plants, for exemple, sugarcane. Being bio-based it can biodegrade.",/main/img/oldtechimg/tetra rex bio.jpg,/main/img/oldtechimg/tetra rex bio.jpg,,https://www.tetrapak.com/packaging/tetra-rex,,,,,,,,,,,,,/oldtechimg//main/img/oldtechimg/tetra rex bio.jpg.jpg
IMP046,Udemy's Online Courses,implementation,nlg,Continuous Employee Training,CONTTRAI,,,,CONTTRAI,"Udemy is an online learning and teaching marketplace with over 100,000 courses and 24 million students. Learn programming, marketing, data science and more.","Udemy is an online learning and teaching marketplace with over 100,000 courses and 24 million students. Learn programming, marketing, data science and more.",https://www.udemy.com/staticx/udemy/images/v6/default-meta-image.png,https://www.udemy.com/staticx/udemy/images/v6/default-meta-image.png,,https://www.udemy.com,,,,,,,,,,,,,https://www.udemy.com/staticx/udemy/images/v6/default-meta-image.png
IMP059,Home Try-On of Goods,implementation,tpc,Home Try on real products,HOMETRYO,,,,HOMETRYO,"Warby Parker, is an American online retailer of prescription glasses and sunglasses. The ""Home-Try-On program"" allows customers to choose five frames from the website, which they receive to try on at home for five days, free of charge. Customers can also upload a photo and try on frames virtually.","Warby Parker, is an American online retailer of prescription glasses and sunglasses. The ""Home-Try-On program"" allows customers to choose five frames from the website, which they receive to try on at home for five days, free of charge. Customers can also upload a photo and try on frames virtually.",https://www.growthmarketingpro.com/wp-content/uploads/2017/07/warby-parker-ecommerce.png,https://www.growthmarketingpro.com/wp-content/uploads/2017/07/warby-parker-ecommerce.png,,https://www.warbyparker.com,,,,,,,,,,,,,https://www.growthmarketingpro.com/wp-content/uploads/2017/07/warby-parker-ecommerce.png
IMAN5,Shopping At Hema With Locals: Here's What 'New Retail' Was Really Like,implementation,man,Instore Food Preparation,FOODPREP,,,,FOODPREP,"With online platforms for all kinds of products, a trip to the store may become redundant. This is why stores need to become experiential spaces and aswer to a new set of needs and wishes; Hema is a great example of a merge between a supermarket and a restaurant, aided by technology.","With online platforms for all kinds of products, a trip to the store may become redundant. This is why stores need to become experiential spaces and aswer to a new set of needs and wishes; Hema is a great example of a merge between a supermarket and a restaurant, aided by technology.",https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fspecials-images.forbesimg.com%2Fdam%2Fimageserve%2F41557724%2F960x0.jpg%3Ffit%3Dscale,https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fspecials-images.forbesimg.com%2Fdam%2Fimageserve%2F41557724%2F960x0.jpg%3Ffit%3Dscale,,https://www.forbes.com/sites/laurenhallanan/2018/10/24/i-shopped-at-hema-with-locals-heres-what-new-retail-was-really-like/,,,,,,,,,,,,,https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fspecials-images.forbesimg.com%2Fdam%2Fimageserve%2F41557724%2F960x0.jpg%3Ffit%3Dscale
IMP026,Worten Academy,implementation,tpc,Continuous Employee Training,CONTTRAI,,,,CONTTRAI,"Worten launced an internal video channel (similar to youtube) that is a new way of learning, in a more simple, faster and practical  way. The goal is to share knowledge among Worten employees, using videos produced by them. It is intended to provide new ways of learning and encourage a culture of knowledge sharing.","Worten launced an internal video channel (similar to youtube) that is a new way of learning, in a more simple, faster and practical  way. The goal is to share knowledge among Worten employees, using videos produced by them. It is intended to provide new ways of learning and encourage a culture of knowledge sharing.",https://images.pexels.com/photos/545334/pexels-photo-545334.jpeg,https://images.pexels.com/photos/545334/pexels-photo-545334.jpeg,,https://www.youtube.com/channel/UCGYyLEdGEQjVVfwlzOB5Kng,,,,,,,,,,,,,https://images.pexels.com/photos/545334/pexels-photo-545334.jpeg
IMP015,Amazon Dash,implementation,aec,"Automatic Order and Checkout
Agile shopping experience",AUTOORDE,AGILSHOP,,,"AUTOORDE,AGILSHOP",,,,,,https://www.amazon.com/Dash-Buttons/b?ie=UTF8&node=10667898011,,,,,,,,,,,,,
IMP129,Moon Cycle Bakery,implementation,jgp,"Automatic Order and Checkout
Range of Functional Food",AUTOORDE,FUNCFOOD,,,"AUTOORDE,FUNCFOOD",,,,,,https://www.kickstarter.com/projects/1366585536/moon-cycle-bakery-hormone-balancing-treats?utm_campaign=Innovation%20of%20the%20Day%20&utm_source=hs_email&utm_medium=email&utm_content=60096638&_hsenc=p2ANqtz--SrtwWJLUnfO3n-eYI3Ex9kh0lcHT3Ib7wZ9M_mIWwFdDlakwf0BcavpNS9P-iH3UBIb1hfF1JT9AiL3oIAX3mO2fnfA&_hsmi=60111980,,,,,,,,,,,,,
IMP141,Carrefour Auto-Add,implementation,aec,Automatic Order and Checkout,AUTOORDE,,,,AUTOORDE,,,,,,https://grandeconsumo.com/carrefour-simplifica-a-compra-online-com-auto-add/?utm_source=Newsletter+19%2F02%2F2019&utm_medium=email&utm_term=https%3A%2F%2Fgrandeconsumo.com%2Fcarrefour-simplifica-a-compra-online-com-auto-add%2F&utm_content&utm_campaign=Newsletter+Grande+Consumo+19%2F02%2F2019#.XG0duPn7Q2x,https://www.foodweb.it/2019/02/carrefour-spesa-online-auto-add/,,,,,,,,,,,,
IMP018,Miele WiFiConn@ct,implementation,nlg,Automatic Styling or Curatorship,AUTOSTYL,,,,AUTOSTYL,,,,,,https://www.miele.co.uk/domestic/1563.htm?info=200107190-ZPV,,,,,,,,,,,,,
IMP147,Automation and Artificial Intelligence: How machines are affecting people and places,implementation,jgp,"Automate repetitive tasks
Tools to provide humanized services",AUTOTASK,TOOLHUMA,,,"AUTOTASK,TOOLHUMA",,,https://zdnet1.cbsistatic.com/hub/i/r/2017/09/22/3b4ed566-81e0-4fef-b2bb-1f9e4aa5e614/resize/570x428/272469c2b147922f999fd33745472d0e/avatarmind-ipal-social-robot.jpg,https://zdnet1.cbsistatic.com/hub/i/r/2017/09/22/3b4ed566-81e0-4fef-b2bb-1f9e4aa5e614/resize/570x428/272469c2b147922f999fd33745472d0e/avatarmind-ipal-social-robot.jpg,,https://www.brookings.edu/research/automation-and-artificial-intelligence-how-machines-affect-people-and-places/,,,,,,,,,,,,,https://zdnet1.cbsistatic.com/hub/i/r/2017/09/22/3b4ed566-81e0-4fef-b2bb-1f9e4aa5e614/resize/570x428/272469c2b147922f999fd33745472d0e/avatarmind-ipal-social-robot.jpg
IMP173,Our Misplaced Fear of Job-Stealing Robots,implementation,jgp,Automate repetitive tasks,AUTOTASK,,,,AUTOTASK,,,,,,https://www.gsb.stanford.edu/insights/misplaced-fear-job-stealing-robots,,,,,,,,,,,,,
IMP022,Hershey Simple Ingredients,implementation,aec,Clean Label,CLEALABE,,,,CLEALABE,,,https://www.thehersheycompany.com/content/dam/grayscale/logos/logo/HERSHEYS_logo_primary-EBU_2014.jpg,https://www.thehersheycompany.com/content/dam/grayscale/logos/logo/HERSHEYS_logo_primary-EBU_2014.jpg,,https://www.thehersheycompany.com/en_us/whats-inside.html,,,,,,,,,,,,,https://www.thehersheycompany.com/content/dam/grayscale/logos/logo/HERSHEYS_logo_primary-EBU_2014.jpg
IMP023,Campbell What's in my Food,implementation,aec,Clean Label,CLEALABE,,,,CLEALABE,,,,,,https://www.whatsinmyfood.com/,,,,,,,,,,,,,
IMP161,The future of the $13B food delivery industry rests on a better shelf,implementation,jgp,"As convenient as the most convenient
Agile shopping experience
Simple and beautiful showrooms
Quick deliveries",CONVCONV,AGILSHOP,SIMPSHOW,QICKDLVR,"CONVCONV,AGILSHOP,SIMPSHOW,QICKDLVR",,,"https://images.fastcompany.net/image/upload/w_937,ar_16:9,c_fill,g_auto,f_auto,q_auto,fl_lossy/wp-cms/uploads/2019/01/p-1-90287861-the-future-of-food-delivery-rests-on-shelving.jpg","https://images.fastcompany.net/image/upload/w_937,ar_16:9,c_fill,g_auto,f_auto,q_auto,fl_lossy/wp-cms/uploads/2019/01/p-1-90287861-the-future-of-food-delivery-rests-on-shelving.jpg",,https://www.fastcompany.com/90287861/the-future-of-the-13b-food-delivery-industry-rests-on-better-shelves,,,,,,,,,,,,,"https://images.fastcompany.net/image/upload/w_937,ar_16:9,c_fill,g_auto,f_auto,q_auto,fl_lossy/wp-cms/uploads/2019/01/p-1-90287861-the-future-of-food-delivery-rests-on-shelving.jpg"
IMP011,"""You try, we wait""",implementation,jgp,As convenient as the most convenient,CONVCONV,,,,CONVCONV,,,https://pbs.twimg.com/media/BwMY0N6IQAA38YS.jpg:large,https://pbs.twimg.com/media/BwMY0N6IQAA38YS.jpg:large,,http://www.ynap.com/news/net-a-porter-mr-porter-announce-enhanced-personal-shopping-services-for-top-customers/,,,,,,,,,,,,,https://pbs.twimg.com/media/BwMY0N6IQAA38YS.jpg:large
IMP144,Legacy,implementation,jgp,As convenient as the most convenient,convconv,,,,convconv,,,,,,https://www.givelegacy.com,,,,,,,,,,,,,
IMP032,#tag - Café for digital creators,implementation,nlg,Coworking spaces/communities,COWOSPAC,,,,COWOSPAC,,,,,,https://retaildesignblog.net/2018/12/14/a-new-spot-for-digital-creators-in-warsaw/,,,,,,,,,,,,,
IMP034,Geltor Vegan Collagen,implementation,aec,Cruelty free products,CRUEFREE,,,,CRUEFREE,,,,,,http://www.geltor.com/n-collage/,https://www.livekindly.co/geltors-vegan-collagen-wins-innovation-category-at-cew-beauty-awards/,,,,,,,,,,,,
IMP143,Carrefour Audits,implementation,,Cruelty free products,CRUEFREE,,,,CRUEFREE,,,,,,https://www1.folha.uol.com.br/mercado/2019/01/carrefour-vai-auditar-abatedores-e-exigir-cameras-para-bem-estar-animal.shtml,,,,,,,,,,,,,
IMP047,JOANN  community learning lab,implementation,nlg,Educational retail,EDUCRETA,,,,EDUCRETA,,,https://media.bizj.us/view/img/10940784/joann-columbus-custom-shop*800xx2056-1161-747-463.jpg,https://media.bizj.us/view/img/10940784/joann-columbus-custom-shop*800xx2056-1161-747-463.jpg,,https://www.bizjournals.com/bizwomen/news/latest-news/2018/06/craft-retailer-joann-tests-new-store-concept.html,,,,,,,,,,,,,https://media.bizj.us/view/img/10940784/joann-columbus-custom-shop*800xx2056-1161-747-463.jpg
IMP048,Today at Apple,implementation,nlg,Educational retail,EDUCRETA,,,,EDUCRETA,,,https://www.apple.com/newsroom/images/environments/facilities/today_at_apple_two_speakers_group_inline.jpg.large.jpg,https://www.apple.com/newsroom/images/environments/facilities/today_at_apple_two_speakers_group_inline.jpg.large.jpg,,https://www.apple.com/today/,https://www.youtube.com/watch?v=LPHqHhaP8rE,,,,,,,,,,,,https://www.apple.com/newsroom/images/environments/facilities/today_at_apple_two_speakers_group_inline.jpg.large.jpg
IMP050,Lowe's Exosuits,implementation,aec,Empower and Raise awareness,EMPOAWAR,,,,EMPOAWAR,,,,,,http://www.lowesinnovationlabs.com/exosuits/,https://exoskeletonreport.com/2017/05/virginia-tech-lowes-innovation-labs-collaborate-passive-exosuit-exr-highlight/,,,,,,,,,,,,
IMP051,Samsung GEMS,implementation,aec,Empower and Raise awareness,EMPOAWAR,,,,EMPOAWAR,,,,,,https://news.samsung.com/global/video-meet-the-samsung-bots-your-companions-of-the-future,,,,,,,,,,,,,
IMP085,Barclays Bolder Apprenticeship,implementation,aec,Empower and Raise awareness,EMPOAWAR,,,,EMPOAWAR,,,,,,https://home.barclays/news/2017/02/supporting-older-workers/,https://www.ageofnoretirement.org/stories/barclays,,,,,,,,,,,,
IMP172,"Jungle. All the flavor, none of the Chemicals.",implementation,jgp,Instore Food Preparation,FOODPREP,,,,FOODPREP,,,,,,https://www.jungle.bio/the-jungle,,,,,,,,,,,,,
IMP132,Kombucha,implementation,jgp,Range of Functional Food,FUNCFOOD,,,,FUNCFOOD,,,https://wm.observador.pt/wm/magg/l/https%3A%2F%2Fbordalo.observador.pt%2F770x403%2Cq80%2Fhttps%3A%2F%2Fs3.observador.pt%2Fwp-content%2Fuploads%2Fsites%2F7%2F2018%2F02%2F15120651%2Fkombucha-e1518624242117_770x433_acf_cropped-1.jpg,https://wm.observador.pt/wm/magg/l/https%3A%2F%2Fbordalo.observador.pt%2F770x403%2Cq80%2Fhttps%3A%2F%2Fs3.observador.pt%2Fwp-content%2Fuploads%2Fsites%2F7%2F2018%2F02%2F15120651%2Fkombucha-e1518624242117_770x433_acf_cropped-1.jpg,,https://magg.pt/2018/02/18/kombucha-a-bebida-chinesa-que-faz-bem-a-tudo/,,,,,,,,,,,,,https://wm.observador.pt/wm/magg/l/https%3A%2F%2Fbordalo.observador.pt%2F770x403%2Cq80%2Fhttps%3A%2F%2Fs3.observador.pt%2Fwp-content%2Fuploads%2Fsites%2F7%2F2018%2F02%2F15120651%2Fkombucha-e1518624242117_770x433_acf_cropped-1.jpg
IMP166,Rotten Tomatoes' revamp could save Captain Marvel,implementation,jgp,Glass Box Companies,GLASSBOX,,,,GLASSBOX,,,,,,https://www.wired.com/story/rotten-tomatoes-captain-marvel-trolls/,,,,,,,,,,,,,
IMP057,Fast Food Golden Gigs,implementation,nlg,Grey Gigs,GREYGIGS,,,,GREYGIGS,,,,,,https://www.bloomberg.com/news/articles/2018-11-05/senior-citizens-are-replacing-teenagers-at-fast-food-joints?srnd=premium,,,,,,,,,,,,,
IMP136,HapiFork,implementation,jgp,Health Support Range,HEALSUPP,,,,HEALSUPP,,,,,,https://www.hapi.com/product/hapifork,,,,,,,,,,,,,
IMP149,Artificial Intelligence Can Detect Alzheimer’s Disease in Brain Scans Six Years Before a Diagnosis,implementation,jgp,Health Support Range,HEALSUPP,,,,HEALSUPP,,,,,,https://www.ucsf.edu/news/2018/12/412946/artificial-intelligence-can-detect-alzheimers-disease-brain-scans-six-years,,,,,,,,,,,,,
IMP126,Museum of Ice Cream,implementation,jgp,Insta Worthiness,INSTWRTP,,,,INSTWRTP,,,,,,https://www.museumoficecream.com/,,,,,,,,,,,,,
IMP062,H&M's insignia for customers with high demands but little time ,implementation,nlg,Kill the noise,KILLNOIS,,,,KILLNOIS,,,https://www.arket.com/content/dam/P11/Specials/ARKET_about.gif,https://www.arket.com/content/dam/P11/Specials/ARKET_about.gif,,https://www.arket.com/en_eur/about.html,,,,,,,,,,,,,https://www.arket.com/content/dam/P11/Specials/ARKET_about.gif
IMP003,Coca-Cola Australia's Batch Blends,implementation,nlg,Luxury in every range,LUXURANG,,,,LUXURANG,,,,,,https://www.news.com.au/lifestyle/food/drink/cocacola-launches-new-adult-drink-that-mixes-coffee-with-soft-drink/news-story/b6fd65b314ea2c92ced28824b47df549?utm_source=DesignTAXI&utm_medium=DesignTAXI&utm_term=DesignTAXI&utm_content=DesignTAXI&utm_campaign=DesignTAXI,,,,,,,,,,,,,
IMP006,JNSQ Rose,implementation,nlg,Luxury in every range,LUXURANG,,,,LUXURANG,,,,,,https://www.jnsq.com/,,,,,,,,,,,,,
IMP007,PepsiCo Kola House,implementation,aec,Luxury in every range,LUXURANG,,,,LUXURANG,,,http://fortune.com/img/misc/og-default.png,http://fortune.com/img/misc/og-default.png,,http://fortune.com/2016/09/22/pepsico-restaurant-kola-house/,https://trendwatching.com/trends/the-future-of-luxury/,,,,,https://trendwatching.com/trends/the-future-of-luxury/,,,,,,,http://fortune.com/img/misc/og-default.png
IMP068,REI Yay Days,implementation,aec,"Offline products and services
Praise humanity",OFFLPROD,PRAIHUMA,,,"OFFLPROD,PRAIHUMA","After receiving their Yay Day coupons, employees fill out a small card explaining ""what they're 'yaying' about,"" which they sign and turn into their managers. It ties back to REI's commitment to helping people embark on adventures outside.","After receiving their Yay Day coupons, employees fill out a small card explaining ""what they're 'yaying' about,"" which they sign and turn into their managers. It ties back to REI's commitment to helping people embark on adventures outside.",https://amp.businessinsider.com/images/5a955ab3aae60522008b45ce-750-562.jpg,https://amp.businessinsider.com/images/5a955ab3aae60522008b45ce-750-562.jpg,,https://www.rei.com/blog/social/rei-employees-get-outside-and-play-with-yay-days,https://www.businessinsider.com/rei-jobs-vacation-2018-2,,,,,,,,,,,,https://amp.businessinsider.com/images/5a955ab3aae60522008b45ce-750-562.jpg
IMP067,Hulu Instagram Egg Partnership,implementation,aec,Offline products and services,OFFLPROD,,,,OFFLPROD,,,https://static.adweek.com/adweek.com-prod/wp-content/uploads/2019/02/hulu-egg-crack-CONTENT-1024x576.jpg,https://static.adweek.com/adweek.com-prod/wp-content/uploads/2019/02/hulu-egg-crack-CONTENT-1024x576.jpg,,https://www.adweek.com/agencies/hulu-reveals-the-strategy-behind-its-partnership-with-instagrams-viral-world-record-egg/,,,,,,,,,,,,,https://static.adweek.com/adweek.com-prod/wp-content/uploads/2019/02/hulu-egg-crack-CONTENT-1024x576.jpg
IMP071,Materials to improve Shelf Life,implementation,aec,Optimize Product Life Cycle,OPTICYCL,,,,OPTICYCL,,,,,,,,,,,,,,,,,,,
IMP072,Whiskey Coffee,implementation,nlg,Paradoxical products,PARAPROD,,,,PARAPROD,,,,,,http://www.jackdanielscoffee.com/,,,,,,,,,,,,,
IMP073,"Stryyk  Not vodka, not gin, not rum",implementation,nlg,Paradoxical products,PARAPROD,,,,PARAPROD,,,,,,https://www.stryyk.com/,,,,,,,,,,,,,
IMP128,Track time on Social Media,implementation,jgp,Praise humanity,PRAIHUMA,,,,PRAIHUMA,"Apple, Google, Facebook are all implementing digital wellness features on their services to help users reclaim time they spend on their phones and apps.","Apple, Google, Facebook are all implementing digital wellness features on their services to help users reclaim time they spend on their phones and apps.",,,,https://www.wired.com/story/your-time-on-facebook-digital-wellness/?utm_source=twitter&utm_brand=wired&utm_medium=social&utm_social-type=owned&mbid=social_twitter&utm_campaign=wired,,,,,,,,,,,,,
